skill,activation,t,decay,b
A=1/2*b*h:()->answer,-inf,1,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008806512936178,10,41.65108358121513,1.0
A=1/2*b*h:()->answer,5.247890216424603,23,52.85260491998929,1.0
A=1/2*b*h:()->answer,5.15539078934581,31,48.19870117502708,1.0
A=1/2*b*h:()->answer,5.131682068634728,42,47.07355862244794,0.01
A=1/2*b*h:()->answer,2.9423532896205553,44,5.429034455256127,1.0
A=1/2*b*h:()->answer,5.108497317454658,45,45.99878094962367,0.01
A=1/2*b*h:()->answer,3.0780579831797548,46,6.192384135929772,1.0
A=1/2*b*h:()->answer,5.108174299781729,158,45.98398209484637,1.0
A=1/2*b*h:()->answer,5.05373087663289,166,43.5567656809324,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,4,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.008806512936178,11,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.281666133913891,22,54.662159460951244,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.172819003961585,24,49.04296936299242,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.1634520366045855,163,48.587380497230015,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.0533629004842835,170,43.540805898419435,1.0
A=1/2*(a+b)*h:()->answer,-inf,7,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,9,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.514886882509038,26,68.97324119919838,1.0
A=1/2*(a+b)*h:()->answer,5.167951233648972,30,48.805679053944104,1.0
A=1/2*(a+b)*h:()->answer,5.151760509935557,34,48.0246850367202,0.01
A=1/2*(a+b)*h:()->answer,3.164247031762489,35,6.733843143264663,1.0
A=1/2*(a+b)*h:()->answer,5.136637890811942,36,47.306546474033404,0.01
A=1/2*(a+b)*h:()->answer,3.185364236216974,37,6.873777653207219,1.0
A=1/2*(a+b)*h:()->answer,5.132218896361511,168,47.09874075403567,1.0
A=1/2*(a+b)*h:()->answer,5.053002026497201,169,43.52515985218515,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,13,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,14,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,27,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.197216042668809,33,50.24981619285068,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.1634520366045855,155,48.587380497230015,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0567423943226855,164,43.687601521001376,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",-inf,16,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",0.3948298140119091,17,0.5881044507141373,1.0
A=pi*r^2:()->answer,-inf,38,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,39,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,40,41.65108358121513,0.01
A=pi*r^2:()->answer,4.619397043353489,41,28.27390057849883,1.0
A=pi*r^2:()->answer,5.4265156424653345,43,63.15452203752174,1.0
A=pi*r^2:()->answer,5.3331613588037365,154,57.54138188156321,1.0
A=pi*r^2:()->answer,5.063333738054503,157,43.975342108403474,1.0
A=pi*r^2:()->answer,5.062460850039399,171,43.93712774135351,1.0
A=l*w:()->answer,-inf,47,0.177,0.01
A=l*w:()->answer,0.3948298140119091,48,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,49,41.65108358121513,0.01
A=l*w:()->answer,4.619397043353489,50,28.27390057849883,1.0
A=l*w:()->answer,5.4265156424653345,153,63.15452203752174,1.0
A=l*w:()->answer,5.066514601130811,156,44.11488044613993,1.0
A=l*w:()->answer,5.065513147375444,160,44.07090071627273,1.0
A=l*w:()->answer,5.064242217334316,162,44.01515007431731,1.0
