skill,activation,t,decay,b
A=pi*r^2:()->answer,-inf,1,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,19,41.65108358121513,1.0
A=pi*r^2:()->answer,5.172819003961585,25,49.04296936299242,1.0
A=pi*r^2:()->answer,5.14835993726073,36,47.86225184589567,1.0
A=pi*r^2:()->answer,5.121223372788321,169,46.585637735217276,1.0
A=pi*r^2:()->answer,5.051791774932974,175,43.47272940733125,1.0
A=l*w:()->answer,-inf,4,0.177,0.01
A=l*w:()->answer,0.3948298140119091,5,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,17,41.65108358121513,1.0
A=l*w:()->answer,5.204995015305181,23,50.640850209432664,1.0
A=l*w:()->answer,5.167951233648972,26,48.805679053944104,1.0
A=l*w:()->answer,5.15539078934581,31,48.19870117502708,1.0
A=l*w:()->answer,5.139321291482798,162,47.43318376396423,1.0
A=l*w:()->answer,5.0535459865160695,170,43.54874593239699,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",-inf,7,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",0.3948298140119091,8,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.008806512936178,10,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.426515642465333,15,63.15452203752163,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.263244427321576,16,53.66763835259279,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.247890216424603,24,52.85260491998929,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.178107984411169,28,49.30210519771133,1.0
