skill,activation,t,decay,b
A=l*w:()->answer,-inf,1,0.177,0.01
A=l*w:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,17,41.65108358121513,1.0
A=l*w:()->answer,5.183881942139345,22,49.58657193767138,1.0
A=l*w:()->answer,5.159277527911336,28,48.38571216896031,1.0
A=l*w:()->answer,5.139321291482798,39,47.43318376396423,0.01
A=l*w:()->answer,2.982353720754267,40,5.643376404198869,1.0
A=l*w:()->answer,5.114363625592368,41,46.2683756256713,1.0
A=l*w:()->answer,5.130528109379728,42,47.01947311683462,1.0
A=l*w:()->answer,5.1131357452341275,154,46.21181566239647,1.0
A=l*w:()->answer,5.05448907493318,155,43.58966861743772,1.0
A=l*w:()->answer,5.05429666826026,167,43.58131653383055,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,4,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.008806512936178,7,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.426515642465333,9,63.15452203752163,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.3331613588037134,16,57.54138188156189,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.21371183732941,20,51.082657390165174,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.183881942139345,25,49.58657193767138,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.159277527911336,156,48.38571216896031,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.0546834392970075,168,43.598107313219906,1.0
A=1/2*b*h:()->answer,-inf,6,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,10,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.007492973810857,12,41.5966415134652,1.0
A=1/2*b*h:()->answer,5.4260338738702725,21,63.12418875260797,1.0
A=1/2*b*h:()->answer,5.213526746409304,31,51.073236087125935,1.0
A=1/2*b*h:()->answer,5.15528528266105,35,48.19363483181083,0.01
A=1/2*b*h:()->answer,3.183887015861627,36,6.863892340133142,1.0
A=1/2*b*h:()->answer,5.13923517102707,37,47.42911421512074,1.0
A=1/2*b*h:()->answer,5.14401654043122,38,47.655585017137284,1.0
A=1/2*b*h:()->answer,5.134479572669556,159,47.20493561256377,1.0
A=1/2*b*h:()->answer,5.055064637559729,160,43.61466251910055,1.0
A=1/2*(a+b)*h:()->answer,-inf,8,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,11,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.0077936681323765,18,41.60909803717679,1.0
A=1/2*(a+b)*h:()->answer,5.263062633043591,29,53.65791494447128,1.0
A=1/2*(a+b)*h:()->answer,5.167868009393042,33,48.80163213671618,1.0
A=1/2*(a+b)*h:()->answer,5.151691639784331,43,48.02138987288641,0.01
A=1/2*(a+b)*h:()->answer,3.0566831035409114,44,6.06517045606072,1.0
A=1/2*(a+b)*h:()->answer,5.123081063706048,45,46.67193076811729,1.0
A=1/2*(a+b)*h:()->answer,5.134322319570427,46,47.19754090537861,1.0
A=1/2*(a+b)*h:()->answer,5.120489565341827,161,46.55159522311755,1.0
A=1/2*(a+b)*h:()->answer,5.054870803467929,170,43.606243635195945,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,14,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,15,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,26,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.21371183732941,30,51.082657390165174,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.183881942139345,166,49.58657193767138,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0546834392970075,169,43.598107313219906,1.0
A=pi*r^2:()->answer,-inf,47,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,48,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,49,41.65108358121513,1.0
A=pi*r^2:()->answer,5.514886882509038,50,68.97324119919838,1.0
A=pi*r^2:()->answer,5.426515642465522,153,63.154522037533546,1.0
A=pi*r^2:()->answer,5.066514601130811,162,44.11488044613993,1.0
A=pi*r^2:()->answer,5.063632493779098,165,43.98842906864092,1.0
A=pi*r^2:()->answer,5.062748000013437,171,43.94969526519409,1.0
