skill,activation,t,decay,b
A=l*w:()->answer,-inf,1,0.177,0.01
A=l*w:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,8,41.65108358121513,1.0
A=l*w:()->answer,5.281666133913891,15,54.662159460951244,1.0
A=l*w:()->answer,5.197216042668809,22,50.24981619285068,1.0
A=l*w:()->answer,5.159277527911336,36,48.38571216896031,0.01
A=l*w:()->answer,3.0258336916032573,37,5.88629711451768,1.0
A=l*w:()->answer,5.1194003531314465,38,46.50111094678534,1.0
A=l*w:()->answer,5.132570571417828,39,47.11524486172923,1.0
A=l*w:()->answer,5.117358343427835,150,46.40661317823742,1.0
A=l*w:()->answer,5.055278611352045,162,43.62395803494201,1.0
A=1/2*(a+b)*h:()->answer,-inf,4,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,5,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,6,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.514886882509038,7,68.97324119919838,1.0
A=1/2*(a+b)*h:()->answer,5.426515642465522,23,63.154522037533546,1.0
A=1/2*(a+b)*h:()->answer,5.167951233648972,25,48.805679053944104,1.0
A=1/2*(a+b)*h:()->answer,5.159277527911336,32,48.38571216896031,0.01
A=1/2*(a+b)*h:()->answer,3.144744325047238,33,6.607205853333799,1.0
A=1/2*(a+b)*h:()->answer,5.134095411962406,34,47.18687279729712,1.0
A=1/2*(a+b)*h:()->answer,5.14063363009793,35,47.49524058959939,1.0
A=1/2*(a+b)*h:()->answer,5.130005756328024,156,46.995011197487976,1.0
A=1/2*(a+b)*h:()->answer,5.054683439297022,163,43.59810731322052,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",-inf,10,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",0.3948298140119091,11,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.008806512936178,12,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.514886882509038,13,68.97324119919838,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.426515642465522,14,63.154522037533546,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.371586948181004,17,59.78853975538797,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.281666133913891,27,54.662159460951244,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,b,h)->answer",5.178107984411169,164,49.30210519771133,1.0
A=1/2*b*h:()->answer,-inf,40,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,41,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008806512936178,42,41.65108358121513,1.0
A=1/2*b*h:()->answer,5.514886882509038,43,68.97324119919838,1.0
A=1/2*b*h:()->answer,5.426515642465522,45,63.154522037533546,1.0
A=1/2*b*h:()->answer,5.3331613588037134,151,57.54138188156189,1.0
A=1/2*b*h:()->answer,5.064868841018937,154,44.0426287059254,1.0
A=1/2*b*h:()->answer,5.06393529005572,157,44.00169701487739,1.0
A=pi*r^2:()->answer,-inf,44,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,46,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008199132455796,47,41.62590068098139,1.0
A=pi*r^2:()->answer,5.514642614860597,48,68.95643855539379,1.0
A=pi*r^2:()->answer,5.42631782973205,147,63.14206551382215,1.0
A=pi*r^2:()->answer,5.0679129968311,149,44.176365969761946,1.0
A=pi*r^2:()->answer,5.067200008210902,158,44.14500610347196,1.0
A=pi*r^2:()->answer,5.064235953156675,165,44.01487546521791,1.0
