skill,activation,t,decay,b
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",-inf,1,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",5.008806512936178,4,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",5.426515642465333,6,63.15452203752163,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",5.3331613588037134,8,57.54138188156189,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",5.281666133913891,10,54.662159460951244,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,h,a)->answer",5.247890216424603,18,52.85260491998929,1.0
A=pi*r^2:()->answer,-inf,3,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,11,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.006755094050956,25,41.56609007136165,1.0
A=pi*r^2:()->answer,5.189904058692467,26,49.88501988091346,1.0
A=pi*r^2:()->answer,5.183583526631183,35,49.57182955494075,1.0
A=pi*r^2:()->answer,5.144965280494418,39,47.70065122756627,1.0
A=pi*r^2:()->answer,5.13392085825738,51,47.17866776595769,0.01
A=pi*r^2:()->answer,2.941265479556962,52,5.423324345641792,1.0
A=pi*r^2:()->answer,5.109762535540474,53,46.05679218629977,1.0
A=pi*r^2:()->answer,5.129072990429727,54,46.951361313943124,1.0
A=pi*r^2:()->answer,5.1093630221503945,178,46.038466255958305,1.0
A=pi*r^2:()->answer,5.0517643617215535,193,43.47154254861527,1.0
A=l*w:()->answer,-inf,5,0.177,0.01
A=l*w:()->answer,0.3948298140119091,12,0.5881044507141373,1.0
A=l*w:()->answer,5.006896910123247,27,41.57196012577545,1.0
A=l*w:()->answer,5.183619383574741,31,49.57360073431053,1.0
A=l*w:()->answer,5.163236463346065,33,48.57694563853867,1.0
A=l*w:()->answer,5.155193209524761,36,48.18921399317117,1.0
A=l*w:()->answer,5.144990723435167,43,47.70186038439081,0.01
A=l*w:()->answer,3.0723494019925948,44,6.1581426553419245,1.0
A=l*w:()->answer,5.124983809672597,45,46.760483029613944,1.0
A=l*w:()->answer,5.135303195792036,46,47.24368486293561,1.0
A=l*w:()->answer,5.122117874811652,182,46.6271689276701,1.0
A=l*w:()->answer,5.051273625501828,187,43.450301560757545,1.0
A=1/2*b*h:()->answer,-inf,7,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,13,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.007061279583827,28,41.57876475226313,1.0
A=1/2*b*h:()->answer,5.183657122799253,29,49.57546495889273,1.0
A=1/2*b*h:()->answer,5.17789493474951,42,49.29164022548897,1.0
A=1/2*b*h:()->answer,5.131557376427933,47,47.06771135162437,0.01
A=1/2*b*h:()->answer,3.0249643352862794,48,5.881335857868042,1.0
A=1/2*b*h:()->answer,5.119296442395431,49,46.49629762440385,1.0
A=1/2*b*h:()->answer,5.1325220142258985,50,47.11296572769927,1.0
A=1/2*b*h:()->answer,5.1172676717377445,184,46.402421651107616,1.0
A=1/2*b*h:()->answer,5.051115508461714,192,43.44345985530814,1.0
A=1/2*(a+b)*h:()->answer,-inf,9,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,14,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.007255889822493,30,41.58682274364112,1.0
A=1/2*(a+b)*h:()->answer,5.177932890625439,34,49.29350445005859,1.0
A=1/2*(a+b)*h:()->answer,5.159133755847957,41,48.37878160116189,1.0
A=1/2*(a+b)*h:()->answer,5.136529209095478,55,47.30142463235676,0.01
A=1/2*(a+b)*h:()->answer,2.9290671633020477,56,5.359716763525563,1.0
A=1/2*(a+b)*h:()->answer,5.108427137409759,57,45.99556528781824,1.0
A=1/2*(a+b)*h:()->answer,5.128735044382291,58,46.93555677410703,1.0
A=1/2*(a+b)*h:()->answer,5.108289934653701,177,45.98927928562041,1.0
A=1/2*(a+b)*h:()->answer,5.052457288188209,179,43.501552879284354,1.0
A=1/2*(a+b)*h:()->answer,5.052113439327976,191,43.4866583420383,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,16,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,17,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.008806512936178,21,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.3331613588037134,23,57.54138188156189,1.0
