skill,activation,t,decay,b
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,1,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,4,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.426515642465333,29,63.15452203752163,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.136637890811942,33,47.306546474033404,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.127202109975329,158,46.863933884229674,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.053730876626554,166,43.55676568065758,1.0
A=pi*r^2:()->answer,-inf,3,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,5,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008199132455796,22,41.62590068098139,1.0
A=pi*r^2:()->answer,5.172773851652224,24,49.04076300143802,1.0
A=pi*r^2:()->answer,5.163411409484771,28,48.58541376285296,1.0
A=pi*r^2:()->answer,5.148326199036784,34,47.86064305732899,0.01
A=pi*r^2:()->answer,3.1076358093827117,35,6.3729635306576,1.0
A=pi*r^2:()->answer,5.129361562175707,36,46.964861020777875,1.0
A=pi*r^2:()->answer,5.137745719799597,37,47.35878688316932,1.0
A=pi*r^2:()->answer,5.125896863803479,157,46.80303569471212,1.0
A=pi*r^2:()->answer,5.0544846292014025,172,43.589475616786316,1.0
A=1/2*(a+b)*h:()->answer,-inf,7,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,15,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.263244427321576,25,53.66763835259279,1.0
A=1/2*(a+b)*h:()->answer,5.172819003961585,27,49.04296936299242,1.0
A=1/2*(a+b)*h:()->answer,5.1634520366045855,38,48.587380497230015,0.01
A=1/2*(a+b)*h:()->answer,3.0903414457970246,39,6.2667295569028205,1.0
A=1/2*(a+b)*h:()->answer,5.127202109975329,40,46.863933884229674,1.0
A=1/2*(a+b)*h:()->answer,5.136512790293912,41,47.300650912131594,1.0
A=1/2*(a+b)*h:()->answer,5.124031544209518,164,46.71614430204495,1.0
A=1/2*(a+b)*h:()->answer,5.053730876626619,167,43.55676568066039,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",-inf,10,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",0.3948298140119091,11,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.008806512936178,12,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.514886882509038,13,68.97324119919838,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.426515642465522,14,63.154522037533546,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.371586948181004,16,59.78853975538797,1.0
A=l*w:()->answer,-inf,42,0.177,0.01
A=l*w:()->answer,0.3948298140119091,43,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,44,41.65108358121513,1.0
A=l*w:()->answer,5.514886882509038,45,68.97324119919838,1.0
A=l*w:()->answer,5.426515642465522,47,63.154522037533546,1.0
A=l*w:()->answer,5.3331613588037134,159,57.54138188156189,1.0
A=l*w:()->answer,5.063038935163311,160,43.962432133562956,1.0
A=l*w:()->answer,5.062748000013437,165,43.94969526519409,1.0
A=1/2*b*h:()->answer,-inf,46,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,48,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008199132455796,49,41.62590068098139,1.0
A=1/2*b*h:()->answer,5.514642614860597,50,68.95643855539379,1.0
A=1/2*b*h:()->answer,5.42631782973205,153,63.14206551382215,1.0
A=1/2*b*h:()->answer,5.0665078694416525,154,44.11458467098203,1.0
A=1/2*b*h:()->answer,5.066169309301183,156,44.09971167398798,1.0
A=1/2*b*h:()->answer,5.065506623749056,163,44.070614369797774,1.0
A=1/2*b*h:()->answer,5.063327656173991,168,43.97507573293017,1.0
