skill,activation,t,decay,b
A=pi*r^2:()->answer,-inf,1,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,13,41.65108358121513,1.0
A=pi*r^2:()->answer,5.21371183732941,20,51.082657390165174,1.0
A=pi*r^2:()->answer,5.167951233648972,29,48.805679053944104,1.0
A=pi*r^2:()->answer,5.136637890811942,155,47.306546474033404,1.0
A=pi*r^2:()->answer,5.0542966682581305,168,43.58131653373811,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,s2,b)->answer",-inf,4,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,s2,b)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,s2,b)->answer",5.008806512936178,47,41.65108358121513,0.01
A=l*w:()->answer,-inf,7,0.177,0.01
A=l*w:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,9,41.65108358121513,1.0
A=l*w:()->answer,5.514886882509038,21,68.97324119919838,1.0
A=l*w:()->answer,5.197216042668809,23,50.24981619285068,1.0
A=l*w:()->answer,5.183881942139345,160,49.58657193767138,1.0
A=l*w:()->answer,5.054489074930957,165,43.589668617341204,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",-inf,11,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",0.3948298140119091,12,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.008806512936178,14,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.426515642465333,18,63.15452203752163,1.0
