skill,activation,t,decay,b
A=1/2*(a+b)*h:()->answer,-inf,1,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,9,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.263244427321576,13,53.66763835259279,1.0
A=1/2*(a+b)*h:()->answer,5.21371183732941,21,51.082657390165174,1.0
A=1/2*(a+b)*h:()->answer,5.1634520366045855,22,48.587380497230015,1.0
A=1/2*(a+b)*h:()->answer,5.159277527911336,35,48.38571216896031,0.01
A=1/2*(a+b)*h:()->answer,3.041205039856346,36,5.974734669658222,1.0
A=1/2*(a+b)*h:()->answer,5.121223372788321,37,46.585637735217276,1.0
A=1/2*(a+b)*h:()->answer,5.133413134426324,38,47.15480995623535,1.0
A=1/2*(a+b)*h:()->answer,5.118905659951608,165,46.47820039235261,1.0
A=1/2*(a+b)*h:()->answer,5.052473548803363,171,43.50225736889314,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,4,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.008806512936178,7,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.426515642465333,12,63.15452203752163,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.263244427321576,27,53.66763835259279,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.151760509935557,28,48.0246850367202,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.14835993726073,166,47.86225184589567,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.052824183021624,167,43.517451350250866,1.0
A=pi*r^2:()->answer,-inf,6,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008199132455796,10,41.62590068098139,1.0
A=pi*r^2:()->answer,5.4263178297318575,11,63.14206551381001,1.0
A=pi*r^2:()->answer,5.371422222046123,18,59.77872098557597,1.0
A=pi*r^2:()->answer,5.223497222694805,32,51.58323403837526,1.0
A=pi*r^2:()->answer,5.145133711359,39,47.70865635136664,0.01
A=pi*r^2:()->answer,3.0732324264954283,40,6.163426483393023,1.0
A=pi*r^2:()->answer,5.125093667444765,41,46.765600868391445,1.0
A=pi*r^2:()->answer,5.1353638902316385,42,47.24654163569153,1.0
A=pi*r^2:()->answer,5.122215587068246,168,46.63170790024822,1.0
A=pi*r^2:()->answer,5.05299783100396,174,43.524977985655,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",-inf,15,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",0.3948298140119091,16,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.008806512936178,24,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.247890216424603,26,52.85260491998929,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.223569687611423,30,51.586959321813055,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.190218993935813,159,49.900677153635,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.0563129465896335,161,43.66892000346924,1.0
A=1/2*b*h:()->answer,-inf,43,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,44,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008806512936178,45,41.65108358121513,1.0
A=1/2*b*h:()->answer,5.514886882509038,46,68.97324119919838,1.0
A=1/2*b*h:()->answer,5.426515642465522,48,63.154522037533546,1.0
A=1/2*b*h:()->answer,5.3331613588037134,158,57.54138188156189,1.0
A=1/2*b*h:()->answer,5.063632493779098,164,43.98842906864092,1.0
A=1/2*b*h:()->answer,5.061897587422299,170,43.912486237747714,1.0
A=l*w:()->answer,-inf,47,0.177,0.01
A=l*w:()->answer,0.3948298140119091,49,0.5881044507141373,1.0
A=l*w:()->answer,5.008199132455796,50,41.62590068098139,1.0
A=l*w:()->answer,5.514642614860597,51,68.95643855539379,1.0
A=l*w:()->answer,5.42631782973205,156,63.14206551382215,1.0
A=l*w:()->answer,5.065835598382881,163,44.08505663095087,1.0
A=l*w:()->answer,5.063626352240845,169,43.98815999989962,1.0
A=l*w:()->answer,5.061891788334843,172,43.91223261257346,1.0
