skill,activation,t,decay,b
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",-inf,1,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.008806512936178,4,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.426515642465333,5,63.15452203752163,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.3715869481812035,15,59.78853975539988,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.197216042668809,20,50.24981619285068,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.167951233648972,26,48.805679053944104,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.14516605888833,28,47.71019390788255,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.139321291482798,30,47.43318376396423,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.134095411962406,151,47.18687279729712,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.0550781734446,153,43.615250490278804,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.0546834392970075,158,43.598107313219906,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.053730876626554,162,43.55676568065758,1.0
A=1/2*b*h:()->answer,-inf,3,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,6,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.0077936681323765,7,41.60909803717679,1.0
A=1/2*b*h:()->answer,5.514461490209117,17,68.94398203168222,1.0
A=1/2*b*h:()->answer,5.213583553182304,31,51.07612742017878,1.0
A=1/2*b*h:()->answer,5.142098113718615,42,47.564588144687576,0.01
A=1/2*b*h:()->answer,2.996080229871775,43,5.718928013413295,1.0
A=1/2*b*h:()->answer,5.115934206416824,44,46.34082273352872,0.01
A=1/2*b*h:()->answer,3.103552273858988,45,6.347713682888939,1.0
A=1/2*b*h:()->answer,5.114442185370676,165,46.27199669615572,1.0
A=1/2*b*h:()->answer,5.053173169748938,166,43.53257923208935,1.0
A=l*w:()->answer,-inf,9,0.177,0.01
A=l*w:()->answer,0.3948298140119091,10,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,14,41.65108358121513,1.0
A=l*w:()->answer,5.3331613588037134,22,57.54138188156189,1.0
A=l*w:()->answer,5.204995015305181,32,50.640850209432664,1.0
A=l*w:()->answer,5.151760509935557,37,48.0246850367202,0.01
A=l*w:()->answer,3.144744325047238,39,6.607205853333799,1.0
A=l*w:()->answer,5.131682068634728,40,47.07355862244794,0.01
A=l*w:()->answer,3.1572940294838254,41,6.688411524054263,1.0
A=l*w:()->answer,5.127821813412237,157,46.892874904115,1.0
A=l*w:()->answer,5.055481143249394,159,43.6327583209261,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,12,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,13,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,16,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.371586948181004,18,59.78853975538797,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.30433053675608,24,55.9111332226912,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.21371183732941,156,51.082657390165174,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0563129465896335,163,43.66892000346924,1.0
A=1/2*(a+b)*h:()->answer,-inf,33,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,34,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,35,41.65108358121513,0.01
A=1/2*(a+b)*h:()->answer,4.619397043353489,36,28.27390057849883,1.0
A=1/2*(a+b)*h:()->answer,5.4265156424653345,38,63.15452203752174,1.0
A=1/2*(a+b)*h:()->answer,5.3331613588037365,160,57.54138188156321,1.0
A=1/2*(a+b)*h:()->answer,5.060290770840598,161,43.842267762465184,1.0
A=pi*r^2:()->answer,-inf,46,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,47,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,48,41.65108358121513,0.01
A=pi*r^2:()->answer,4.619397043353489,49,28.27390057849883,1.0
A=pi*r^2:()->answer,5.4265156424653345,150,63.15452203752174,1.0
A=pi*r^2:()->answer,5.067206885593748,152,44.14530848932273,1.0
A=pi*r^2:()->answer,5.066514601130811,155,44.11488044613993,1.0
A=pi*r^2:()->answer,5.065513147375444,167,44.07090071627273,1.0
