skill,activation,t,decay,b
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,1,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,4,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.426515642465333,6,63.15452203752163,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.3331613588037134,8,57.54138188156189,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.281666133913891,12,54.662159460951244,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.223569687611423,29,51.586959321813055,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.136637890811942,33,47.306546474033404,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.127202109975329,36,46.863933884229674,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.121223372788321,39,46.585637735217276,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.115975239684724,40,46.34271702489845,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",2.968660638403778,41,5.569035004972092,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.112813656065226,42,46.19699073448176,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.094974642457565,43,6.295009935236614,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.11185509368915,56,46.15289883860867,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.094977327745893,187,45.383440017441146,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.049009796808217,192,43.35244902150058,1.0
A=1/2*(a+b)*h:()->answer,-inf,3,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,9,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.007061279583827,16,41.57876475226313,1.0
A=1/2*(a+b)*h:()->answer,5.262852488259849,21,53.64667738996406,1.0
A=1/2*(a+b)*h:()->answer,5.204726297036596,26,50.62729147279995,1.0
A=1/2*(a+b)*h:()->answer,5.172616620102952,183,49.033080680245504,1.0
A=1/2*(a+b)*h:()->answer,5.050638422969071,185,43.422822978161925,1.0
A=l*w:()->answer,-inf,5,0.177,0.01
A=l*w:()->answer,0.3948298140119091,10,0.5881044507141373,1.0
A=l*w:()->answer,5.007255889822493,19,41.58682274364112,1.0
A=l*w:()->answer,5.234562849659683,22,52.15523518688703,1.0
A=l*w:()->answer,5.204772826287257,24,50.62963894167034,1.0
A=l*w:()->answer,5.19002296888812,38,49.89093102272356,1.0
A=l*w:()->answer,5.133990461734879,182,47.18193935933826,1.0
A=l*w:()->answer,5.05095881997614,194,43.43668103033304,1.0
A=pi*r^2:()->answer,-inf,7,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,11,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.007492973810857,20,41.5966415134652,1.0
A=pi*r^2:()->answer,5.2346230198466355,28,52.15836282110989,1.0
A=pi*r^2:()->answer,5.172691027805424,31,49.03671608421008,1.0
A=pi*r^2:()->answer,5.159167131413471,35,48.380390389728575,1.0
A=pi*r^2:()->answer,5.145073049269796,196,47.705773069242916,1.0
A=pi*r^2:()->answer,5.048999185169501,197,43.35199086166511,1.0
"('Subtract', ('value', '?arg0'), ('value', '?arg1')):(w,h)->answer",-inf,14,0.177,0.01
"('Subtract', ('value', '?arg0'), ('value', '?arg1')):(w,h)->answer",0.3948298140119091,15,0.5881044507141373,1.0
"('Subtract', ('value', '?arg0'), ('value', '?arg1')):(w,h)->answer",5.008806512936178,17,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",-inf,44,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",0.3948298140119091,45,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.008806512936178,46,41.65108358121513,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",4.619397043353489,47,28.27390057849883,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.4265156424653345,49,63.15452203752174,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.3331613588037365,55,57.54138188156321,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.223569687611423,180,51.586959321813055,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.058088939659437,190,43.74622998266087,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(d,h,b)->answer",5.055892634408073,193,43.65064366084609,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,48,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,50,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.008199132455796,51,41.62590068098139,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",4.618798839649112,52,28.257097934694208,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.42631782973186,54,63.14206551381019,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.333020878646524,186,57.53332389018528,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.057853152113744,188,43.735958111892735,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.057399465149764,191,43.71620046266565,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",-inf,53,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",0.3948298140119091,57,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.007492973810857,58,41.5966415134652,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",4.618005247920874,59,28.234822641158534,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.426033873870274,189,63.12418875260808,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(a,b,h)->answer",5.058781729068081,195,43.77642474183263,1.0
