skill,activation,t,decay,b
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,1,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,11,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.234839180781651,18,52.16960037561707,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.178107984411169,33,49.30210519771133,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.127202109975329,45,46.863933884229674,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",2.905333668655379,46,5.238160960724098,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.1058664166049645,47,45.87838682912951,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.0811771448294367,48,6.211176384228695,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.106260553047494,172,45.8964029613269,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0512967381945195,174,43.45130173483656,1.0
A=1/2*b*h:()->answer,-inf,4,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,5,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008806512936178,6,41.65108358121513,1.0
A=1/2*b*h:()->answer,5.514886882509038,25,68.97324119919838,1.0
A=1/2*b*h:()->answer,5.159277527911336,28,48.38571216896031,1.0
A=1/2*b*h:()->answer,5.14835993726073,164,47.86225184589567,1.0
A=1/2*b*h:()->answer,5.0531815898335735,168,43.53294429127283,1.0
A=1/2*(a+b)*h:()->answer,-inf,8,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,9,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,10,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.514886882509038,21,68.97324119919838,1.0
A=1/2*(a+b)*h:()->answer,5.204995015305181,35,50.640850209432664,1.0
A=1/2*(a+b)*h:()->answer,5.139321291482798,167,47.43318376396423,1.0
A=1/2*(a+b)*h:()->answer,5.0533629004842835,171,43.540805898419435,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",-inf,13,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",0.3948298140119091,14,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",5.008806512936178,22,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",5.247890216424603,26,52.85260491998929,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",5.204995015305181,41,50.640850209432664,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,b,h)->answer",3.144744325047238,42,6.607205853333799,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,16,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,17,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.008806512936178,23,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.281666133913891,30,54.662159460951244,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.197216042668809,31,50.24981619285068,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.190218993935813,37,49.900677153635,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",3.299889553080056,38,7.686371548260709,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.15539078934581,39,48.19870117502708,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",3.2781560769478015,40,7.524927525564725,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.148545374346182,166,47.87109527994201,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.055078173444601,170,43.61525049027884,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",-inf,43,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",0.3948298140119091,44,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",-inf,49,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",0.3948298140119091,50,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.008806512936178,51,41.65108358121513,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",4.619397043353489,52,28.27390057849883,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.4265156424653345,159,63.15452203752174,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.06518873299848,160,44.05666321336953,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.064868841018937,161,44.0426287059254,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.064553368906153,162,44.02879250594131,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.0642422173343675,163,44.01515007431957,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.063935290055771,165,44.001697014879646,1.0
