skill,activation,t,decay,b
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",-inf,1,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.008806512936178,6,41.65108358121513,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.3331613588037134,7,57.54138188156189,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.304330536756294,12,55.91113322270313,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.223569687611423,28,51.586959321813055,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.139321291482798,29,47.43318376396423,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.136637890811942,156,47.306546474033404,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(h,l,b)->answer",5.054106187138854,164,43.573049618313966,1.0
A=pi*r^2:()->answer,-inf,4,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,5,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,11,41.65108358121513,1.0
A=pi*r^2:()->answer,5.281666133913891,20,54.662159460951244,1.0
A=pi*r^2:()->answer,5.183881942139345,23,49.58657193767138,1.0
A=pi*r^2:()->answer,5.167951233648972,36,48.805679053944104,0.01
A=pi*r^2:()->answer,3.0734273117829805,38,6.164593263530096,1.0
A=pi*r^2:()->answer,5.123127186428459,39,46.67407529035782,0.01
A=pi*r^2:()->answer,3.121488186517785,40,6.459389575273396,1.0
A=pi*r^2:()->answer,5.120415820771097,154,46.54817547459554,1.0
A=pi*r^2:()->answer,5.055078173444815,167,43.61525049028814,1.0
A=l*w:()->answer,-inf,9,0.177,0.01
A=l*w:()->answer,0.3948298140119091,10,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,15,41.65108358121513,1.0
A=l*w:()->answer,5.30433053675608,18,55.9111332226912,1.0
A=l*w:()->answer,5.247890216424603,22,52.85260491998929,1.0
A=l*w:()->answer,5.204995015305181,45,50.640850209432664,0.01
A=l*w:()->answer,3.010917889133591,47,5.801770326085761,1.0
A=l*w:()->answer,5.115975239684724,48,46.34271702489845,0.01
A=l*w:()->answer,3.0967689405686056,49,6.305997323283716,1.0
A=l*w:()->answer,5.11433605015229,158,46.26710465322851,1.0
A=l*w:()->answer,5.055278611352654,166,43.62395803496848,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",-inf,14,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",0.3948298140119091,17,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.0077936681323765,24,41.60909803717679,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.263062633043591,151,53.65791494447128,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.058312124420218,165,43.75595505603568,1.0
A=1/2*(a+b)*h:()->answer,-inf,32,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,33,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,34,41.65108358121513,0.01
A=1/2*(a+b)*h:()->answer,4.619397043353489,35,28.27390057849883,1.0
A=1/2*(a+b)*h:()->answer,5.4265156424653345,37,63.15452203752174,1.0
A=1/2*(a+b)*h:()->answer,5.3331613588037365,150,57.54138188156321,1.0
A=1/2*(a+b)*h:()->answer,5.062748000013437,153,43.94969526519409,1.0
A=1/2*(a+b)*h:()->answer,5.061897587422299,163,43.912486237747714,1.0
A=1/2*b*h:()->answer,-inf,41,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,42,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008806512936178,43,41.65108358121513,0.01
A=1/2*b*h:()->answer,4.619397043353489,44,28.27390057849883,1.0
A=1/2*b*h:()->answer,5.4265156424653345,46,63.15452203752174,1.0
A=1/2*b*h:()->answer,5.3331613588037365,152,57.54138188156321,1.0
A=1/2*b*h:()->answer,5.064868841018937,155,44.0426287059254,1.0
A=1/2*b*h:()->answer,5.06393529005572,161,44.00169701487739,1.0
