Agent,Concept,Problem,Knowledge,Type,Result,Action,When-Part,Where-Part,How-Part,Intermediate,Seen,AL Ans,Correct Ans,Time
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:14
SPSP-F-4,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&)},5.0:()->answer,False,True,None,5,12:38:14
SPSP-F-4,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&)},732.0:()->answer,False,True,None,732,12:38:15
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,6,12:38:15
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:15
SPSP-F-4,3,[3][args:280-7-8],Fact,practice,INCORRECT,Request,...,{('answer'&)},5.0:()->answer (v: 0.700),False,True,5.0,5,12:38:15
SPSP-F-4,4,[4][args:3-9],Fact,practice,INCORRECT,Request,...,{('answer'&)},732.0:()->answer (v: 0.692),False,True,732.0,732,12:38:15
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:16
SPSP-F-4,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&)},5.0:()->answer,False,True,None,5,12:38:16
SPSP-F-4,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&)},732.0:()->answer,False,True,None,732,12:38:17
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,CORRECT,Request,...,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer (v: 0.797),False,True,6,6,12:38:17
SPSP-F-4,3,[3][args:280-7-8],Fact,practice,INCORRECT,Request,...,{('answer'&)},5.0:()->answer (v: 0.989),False,True,5.0,5,12:38:17
SPSP-F-4,4,[4][args:3-9],Fact,practice,INCORRECT,Request,...,{('answer'&)},732.0:()->answer (v: 0.989),False,True,732.0,732,12:38:18
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:19
SPSP-F-4,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&)},5.0:()->answer,False,True,None,5,12:38:19
SPSP-F-4,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&)},732.0:()->answer,False,True,None,732,12:38:20
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,6,12:38:20
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:20
SPSP-F-4,3,[3][args:280-7-8],Fact,practice,INCORRECT,Request,...,{('answer'&)},5.0:()->answer (v: 0.983),False,True,5.0,5,12:38:20
SPSP-F-4,4,[4][args:3-9],Fact,practice,INCORRECT,Request,...,{('answer'&)},732.0:()->answer (v: 0.983),False,True,732.0,732,12:38:22
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:24
SPSP-F-4,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&)},5.0:()->answer,False,True,None,5,12:38:25
SPSP-F-4,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&)},732.0:()->answer,False,True,None,732,12:38:27
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,CORRECT,Request,...,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer (v: 0.952),False,True,6,6,12:38:27
SPSP-F-4,3,[3][args:280-7-8],Fact,practice,INCORRECT,Request,...,{('answer'&)},5.0:()->answer (v: 0.979),False,True,5.0,5,12:38:28
SPSP-F-4,4,[4][args:3-9],Fact,practice,INCORRECT,Request,...,{('answer'&)},732.0:()->answer (v: 0.979),False,True,732.0,732,12:38:30
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'r1c4')},StrToFloat(?.v):(r1c4)->answer,False,True,None,6,12:38:32
SPSP-F-4,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&)},5.0:()->answer,False,True,None,5,12:38:33
SPSP-F-4,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&)},732.0:()->answer,False,True,None,732,12:38:33
SPSP-F-4,2,[2][args:252-6-84-12],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,6,12:38:33
