Agent,Concept,Problem,Knowledge,Type,Result,Action,When-Part,Where-Part,How-Part,Intermediate,Seen,AL Ans,Correct Ans,Time
SPSP-S-2,2,[2][args:252-6-84-12],Skill,study,NA,Train,None,{('answer'&'arg_2_concept_2'&'arg_2_concept_2'&'arg_4_concept_2'&'arg_2_concept_2')},Subtract(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_2&arg_2_concept_2&arg_4_concept_2&arg_2_concept_2)->answer,False,True,None,6,08:14:45
SPSP-S-2,3,[3][args:98-2-7],Skill,study,NA,Train,None,{('answer'&'arg_3_concept_3'&'arg_3_concept_3'&'arg_3_concept_3')},Add(?.v&Subtract(?.v&?.v)):(arg_3_concept_3&arg_3_concept_3&arg_3_concept_3)->answer,False,True,None,7,08:14:49
SPSP-S-2,4,[4][args:5-10],Skill,study,NA,Train,None,{('answer'&)},100002.0:()->answer,False,True,None,100002,08:14:52
SPSP-S-2,5,[5][args:5-151-256],Skill,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,False,True,None,21,08:14:56
SPSP-S-2,2,[2][args:88-11-48-6],Skill,practice,INCORRECT,Request,...,{('answer'&'arg_2_concept_2'&'arg_2_concept_2'&'arg_4_concept_2'&'arg_2_concept_2')},Subtract(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_2&arg_2_concept_2&arg_4_concept_2&arg_2_concept_2)->answer (v: 0.700),False,False,27,1,08:14:56
SPSP-S-2,2,[2][args:88-11-48-6],Skill,practice,NA,Train,None,{('answer'&'arg_3_concept_2'&'arg_3_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Subtract(Divide(?.v&?.v)&Subtract(?.v&?.v)):(arg_3_concept_2&arg_3_concept_2&arg_2_concept_2&arg_2_concept_2)->answer,False,False,None,1,08:15:07
SPSP-S-2,3,[3][args:495-9-5],Skill,practice,INCORRECT,Request,...,{('answer'&'arg_3_concept_3'&'arg_3_concept_3'&'arg_3_concept_3')},Add(?.v&Subtract(?.v&?.v)):(arg_3_concept_3&arg_3_concept_3&arg_3_concept_3)->answer (v: 0.692),False,False,5,11,08:15:07
SPSP-S-2,3,[3][args:495-9-5],Skill,practice,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,False,False,None,11,08:15:28
SPSP-S-2,4,[4][args:2-6],Skill,practice,INCORRECT,Request,...,[1&1],HINT,False,False,None,39,08:15:38
SPSP-S-2,5,[5][args:16-117-421],Skill,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.679),False,False,19,19,08:15:38
SPSP-S-2,2,[2][args:441-7-372-124],Skill,study,NA,Train,None,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer,False,False,None,21,08:16:07
SPSP-S-2,3,[3][args:1170-9-10],Skill,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,False,False,None,13,08:16:24
SPSP-S-2,4,[4][args:3-12],Skill,study,NA,Train,None,{('answer'&)},1732.0:()->answer,False,False,None,1732,08:16:41
SPSP-S-2,5,[5][args:3-56-98],Skill,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,False,False,None,14,08:16:58
SPSP-S-2,2,[2][args:150-5-90-9],Skill,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.700),False,False,3,3,08:16:58
SPSP-S-2,3,[3][args:256-4-4],Skill,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.770),False,False,16,16,08:17:14
SPSP-S-2,4,[4][args:4-4],Skill,practice,INCORRECT,Request,...,[3&3],HINT,False,False,None,257,08:17:47
SPSP-S-2,5,[5][args:13-98-163],Skill,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.988),False,False,5,5,08:17:47
SPSP-S-2,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer,False,False,None,5,08:18:27
SPSP-S-2,3,[3][args:280-7-8],Skill,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,False,False,None,5,08:18:46
SPSP-S-2,4,[4][args:4-8],Skill,study,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,False,False,None,4098,08:19:06
SPSP-S-2,5,[5][args:7-356-475],Skill,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,False,False,None,17,08:19:29
SPSP-S-2,3,[3][args:225-5-5],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.980),False,False,9,9,08:19:29
SPSP-S-2,3,[3][args:98-2-7],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.997),False,True,7,7,08:19:30
SPSP-S-2,2,[2][args:216-4-87-29],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.987),False,False,18,18,08:19:30
SPSP-S-2,5,[5][args:23-423-584],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.983),False,False,7,7,08:19:30
SPSP-S-2,3,[3][args:312-3-4],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.972),False,False,26,26,08:19:30
SPSP-S-2,4,[4][args:4-12],Skill,posttest,INCORRECT,Request,...,{('answer'&)},1732.0:()->answer (v: 0.647),False,False,1732.0,20739,08:19:30
SPSP-S-2,2,[2][args:252-6-84-12],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.984),False,True,6,6,08:19:30
SPSP-S-2,3,[3][args:98-2-7],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.967),False,True,7,7,08:19:30
SPSP-S-2,4,[4][args:2-8],Skill,posttest,INCORRECT,Request,...,[5&4],HINT,False,False,None,68,08:19:30
SPSP-S-2,5,[5][args:5-79-199],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.980),False,False,24,24,08:19:30
SPSP-S-2,4,[4][args:5-10],Skill,posttest,INCORRECT,Request,...,[1&0],HINT,False,True,None,100002,08:19:30
SPSP-S-2,5,[5][args:13-37-154],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.979),False,False,9,9,08:19:30
SPSP-S-2,2,[2][args:252-6-84-12],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.981),False,True,6,6,08:19:30
SPSP-S-2,5,[5][args:5-151-256],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.978),False,True,21,21,08:19:30
SPSP-S-2,5,[5][args:5-151-256],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.997),False,True,21,21,08:19:30
SPSP-S-2,4,[4][args:5-10],Skill,posttest,INCORRECT,Request,...,{('answer'&)},100002.0:()->answer (v: 0.612),False,True,100002.0,100002,08:19:30
SPSP-S-2,2,[2][args:45-3-120-24],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.979),False,False,3,3,08:19:30
SPSP-S-2,2,[2][args:110-5-121-11],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.997),False,False,2,2,08:19:30
SPSP-S-2,4,[4][args:1-8],Skill,posttest,INCORRECT,Request,...,[5&4],HINT,False,False,None,16,08:19:30
SPSP-S-2,4,[4][args:5-10],Skill,posttest,INCORRECT,Request,...,{('answer'&)},100002.0:()->answer (v: 0.993),False,True,100002.0,100002,08:19:30
SPSP-S-2,3,[3][args:98-2-7],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.946),False,True,7,7,08:19:30
SPSP-S-2,5,[5][args:5-151-256],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.975),False,True,21,21,08:19:30
SPSP-S-2,2,[2][args:252-6-84-12],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.976),False,True,6,6,08:19:30
SPSP-S-2,3,[3][args:840-2-10],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.942),False,False,42,42,08:19:30
SPSP-F-4,2,[2][args:252-6-84-12],Fact,study,NA,Train,None,{('answer'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2'&'arg_3_concept_2')},Multiply(Subtract(?.v&?.v)&Divide(?.v&?.v)):(arg_4_concept_2&arg_2_concept_2&arg_3_concept_2&arg_3_concept_2)->answer,False,True,None,6,08:19:30
SPSP-F-4,3,[3][args:98-2-7],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer,False,True,None,7,08:19:34
SPSP-F-4,4,[4][args:4-8],Fact,study,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,False,True,None,4098,08:19:37
SPSP-F-4,5,[5][args:23-16-200],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_5'&'arg_2_concept_5'&'arg_1_concept_5'&'arg_1_concept_5')},Add(Subtract(?.v&?.v)&Divide(?.v&?.v)):(arg_1_concept_5&arg_2_concept_5&arg_1_concept_5&arg_1_concept_5)->answer,False,True,None,8,08:19:44
