skill,activation,t,decay,b
A=1/2*(a+b)*h:()->answer,-inf,1,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,4,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.0077936681323765,6,41.60909803717679,1.0
A=1/2*(a+b)*h:()->answer,5.426161877611538,29,63.132246743985945,1.0
A=1/2*(a+b)*h:()->answer,5.142098113718615,32,47.564588144687576,1.0
A=1/2*(a+b)*h:()->answer,5.134041006995617,39,47.18431529629985,0.01
A=1/2*(a+b)*h:()->answer,3.010560079912342,40,5.799758091415209,1.0
A=1/2*(a+b)*h:()->answer,5.117610432641407,41,46.4182686341129,1.0
A=1/2*(a+b)*h:()->answer,5.131794118405042,42,47.07881366547782,1.0
A=1/2*(a+b)*h:()->answer,5.115847164233159,168,46.33680470846304,1.0
A=1/2*(a+b)*h:()->answer,5.052292574759811,174,43.49441733132222,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,3,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008199132455796,10,41.62590068098139,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.3042084384741255,14,55.904328596203555,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.7075798442778165,20,11.466149819611672,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.18383121725766,22,49.584065706545445,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.172776697560265,171,49.04090206341197,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.051955819099912,175,43.4798324017803,1.0
A=pi*r^2:()->answer,-inf,8,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,9,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,26,41.65108358121513,1.0
A=pi*r^2:()->answer,5.172819003961585,33,49.04296936299242,1.0
A=pi*r^2:()->answer,5.14516605888833,35,47.71019390788255,0.01
A=pi*r^2:()->answer,3.164247031762489,36,6.733843143264663,1.0
A=pi*r^2:()->answer,5.136637890811942,37,47.306546474033404,1.0
A=pi*r^2:()->answer,5.142278105186866,38,47.57311827390681,1.0
A=pi*r^2:()->answer,5.1322188963615165,158,47.098740754035916,1.0
A=pi*r^2:()->answer,5.055078173444608,170,43.61525049027916,1.0
A=pi*r^2:()->answer,5.052824183021627,176,43.517451350251015,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,12,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,15,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.0077936681323765,19,41.60909803717679,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.332902233836286,25,57.52651926369619,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.223431035228938,165,51.57983170261171,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.054870803467672,172,43.606243635184796,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(w,h,b)->answer",-inf,17,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(w,h,b)->answer",0.3948298140119091,18,0.5881044507141373,1.0
A=l*w:()->answer,-inf,43,0.177,0.01
A=l*w:()->answer,0.3948298140119091,44,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,45,41.65108358121513,1.0
A=l*w:()->answer,5.514886882509038,46,68.97324119919838,1.0
A=l*w:()->answer,5.426515642465522,48,63.154522037533546,1.0
A=l*w:()->answer,5.3331613588037134,161,57.54138188156189,1.0
A=l*w:()->answer,5.062748000013437,164,43.94969526519409,1.0
A=l*w:()->answer,5.061897587422299,166,43.912486237747714,1.0
A=1/2*b*h:()->answer,-inf,47,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,49,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.008199132455796,50,41.62590068098139,1.0
A=1/2*b*h:()->answer,5.514642614860597,51,68.95643855539379,1.0
A=1/2*b*h:()->answer,5.42631782973205,156,63.14206551382215,1.0
A=1/2*b*h:()->answer,5.065835598382881,159,44.08505663095087,1.0
A=1/2*b*h:()->answer,5.064862449565649,160,44.04234834170457,1.0
A=1/2*b*h:()->answer,5.064547041686103,162,44.02851504687831,1.0
A=1/2*b*h:()->answer,5.063929087761704,173,44.00142520206426,1.0
