skill,activation,t,decay,b
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,1,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.008806512936178,4,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.426515642465333,6,63.15452203752163,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.3331613588037134,28,57.54138188156189,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.139321291482798,39,47.43318376396423,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.115975239684724,42,46.34271702489845,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.111321546631994,45,46.1283750759557,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",2.905333668655379,46,5.238160960724098,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.1058664166049645,47,45.87838682912951,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.128199388924768,48,46.910517004928295,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.106260553047507,188,45.89640296132751,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.048867520887328,191,43.34630663169873,1.0
A=1/2*b*h:()->answer,-inf,3,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,9,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.007061279583827,18,41.57876475226313,1.0
A=1/2*b*h:()->answer,5.234507222271377,29,52.15234385383421,1.0
A=1/2*b*h:()->answer,5.1591018570054645,35,48.37724404464599,1.0
A=1/2*b*h:()->answer,5.139183031727428,44,47.42665058720542,1.0
A=1/2*b*h:()->answer,5.119296442395431,197,46.49629762440385,1.0
A=1/2*b*h:()->answer,5.048569216639868,198,43.33343096469915,1.0
A=l*w:()->answer,-inf,5,0.177,0.01
A=l*w:()->answer,0.3948298140119091,14,0.5881044507141373,1.0
A=l*w:()->answer,5.006630699803668,19,41.56094182686889,1.0
A=l*w:()->answer,5.30367070038949,23,55.87436994493815,1.0
A=l*w:()->answer,5.234362147400742,36,52.14480408447717,1.0
A=l*w:()->answer,5.1515174448711205,37,48.013056349394674,1.0
A=l*w:()->answer,5.148126054192654,192,47.85110037701272,1.0
A=l*w:()->answer,5.050010943476794,199,43.39569562293611,1.0
A=1/2*(a+b)*h:()->answer,-inf,8,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,15,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.006896910123247,24,41.57196012577545,1.0
A=1/2*(a+b)*h:()->answer,5.234455541251657,32,52.14965778447356,1.0
A=1/2*(a+b)*h:()->answer,5.172582102303963,33,49.03139430497835,1.0
A=1/2*(a+b)*h:()->answer,5.167725467198793,40,48.79470156891778,1.0
A=1/2*(a+b)*h:()->answer,5.141990023843359,189,47.55946630301094,1.0
A=1/2*(a+b)*h:()->answer,5.0506347307650135,195,43.422663306053636,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",-inf,11,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",0.3948298140119091,16,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.007255889822493,21,41.58682274364112,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.303928582163148,30,55.888735133668206,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.19002296888812,34,49.89093102272356,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.167793241940592,38,48.79799673275161,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.1516287358948425,49,48.018380369328945,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",3.040487820462994,50,5.970577912747157,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.121136573818115,51,46.58160968807089,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(l,h,b)->answer",5.133370127165042,52,47.15278961273314,1.0
A=pi*r^2:()->answer,-inf,13,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,17,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.007492973810857,25,41.5966415134652,1.0
A=pi*r^2:()->answer,5.247654588479463,26,52.84019453761689,1.0
A=pi*r^2:()->answer,5.2346230198468735,31,52.15836282112226,1.0
A=pi*r^2:()->answer,5.190067349055813,200,49.893137384278,1.0
A=pi*r^2:()->answer,5.049287196830046,203,43.36442755334733,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,53,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,54,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.008806512936178,55,41.65108358121513,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.514886882509038,56,68.97324119919838,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.426515642465522,58,63.154522037533546,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.3331613588037134,186,57.54138188156189,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0587972276782365,187,43.77710047755617,1.0
