skill,activation,t,decay,b
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,1,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,2,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.008806512936178,15,41.65108358121513,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.197216042668809,22,50.24981619285068,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.159277527911336,23,48.38571216896031,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.155390789345811,44,48.19870117502713,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",2.917368725038755,45,5.299440328924093,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.107159080938779,46,45.937501581423675,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",3.083126877999449,47,6.222952894874787,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.107280687309292,160,45.943066688303254,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.053362900495308,168,43.54080589889748,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",-inf,4,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",0.3948298140119091,7,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.0077936681323765,12,41.60909803717679,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.304103097634266,13,55.898458541789736,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.281463887774849,17,54.65114116205692,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.223431035228938,27,51.57983170261171,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.159202115379446,29,48.38207676499571,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(s2,h,b)->answer",5.151691639784331,48,48.02138987288641,0.01
A=pi*r^2:()->answer,-inf,6,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008199132455796,14,41.62590068098139,1.0
A=pi*r^2:()->answer,5.28155839135234,20,54.65628940653745,1.0
A=pi*r^2:()->answer,5.204933035667565,24,50.6377225752098,1.0
A=pi*r^2:()->answer,5.178060197745873,166,49.29975772884092,1.0
A=pi*r^2:()->answer,5.053358644924864,171,43.54062136155944,1.0
A=1/2*(a+b)*h:()->answer,-inf,10,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,11,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,19,41.65108358121513,1.0
