skill,activation,t,decay,b
A=1/2*(a+b)*h:()->answer,-inf,1,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,6,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.007255889822493,37,41.58682274364112,1.0
A=1/2*(a+b)*h:()->answer,5.127107038739492,198,46.859495510712044,1.0
A=1/2*(a+b)*h:()->answer,5.04802447518599,201,43.30992826977852,1.0
A=1/2*b*h:()->answer,-inf,3,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,7,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.007492973810857,38,41.5966415134652,1.0
A=1/2*b*h:()->answer,5.12712963219091,42,46.860550241321405,1.0
A=1/2*b*h:()->answer,5.1193361659964625,43,46.49813763024834,1.0
A=1/2*b*h:()->answer,5.11759025112504,194,46.41733542460993,1.0
A=1/2*b*h:()->answer,5.048715936661595,195,43.339763341719824,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,5,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,10,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.007255889822493,12,41.58682274364112,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.4259257674648715,14,63.117384126120314,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.332710089985194,18,57.515500964789666,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.765343278226031,33,12.137451581153716,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.148233482891353,34,47.85622221868932,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.145236504140943,35,47.713542513680174,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.142043420701307,58,47.56199644538357,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",2.848626482092906,60,4.959142698261828,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.098881114381306,61,45.560261225393816,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.126582322787336,62,46.83500688597903,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.100744199066067,196,45.644892897833465,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.048853501133936,200,43.34570141290817,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,9,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,16,0.5881044507141373,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.9207853165492743,21,0.8726195050758734,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.009789090901373,36,41.69185512920076,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.091837615834108,50,45.24172740403362,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",2.30887603384683,51,2.964480833956792,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.054784377005232,52,43.60249036148438,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.168073152233727,53,48.811608155099336,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.088095044868871,192,45.07338467749097,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",5.015529095708134,203,41.930835816186274,1.0
A=pi*r^2:()->answer,-inf,11,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,24,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.006248528864629,26,41.545129108732915,1.0
A=pi*r^2:()->answer,5.425403709007068,45,63.08453414180206,1.0
A=pi*r^2:()->answer,5.155038743294427,59,48.18179830021749,1.0
A=pi*r^2:()->answer,5.119173157676122,204,46.4905875147895,1.0
A=pi*r^2:()->answer,5.049696815552694,205,43.38212155590614,1.0
A=l*w:()->answer,-inf,13,0.177,0.01
A=l*w:()->answer,0.3948298140119091,31,0.5881044507141373,1.0
A=l*w:()->answer,5.0059207171070526,39,41.531570372100205,1.0
A=l*w:()->answer,5.247052801790042,40,52.80851206212394,1.0
A=l*w:()->answer,5.234050495332944,41,52.12861073435192,1.0
A=l*w:()->answer,5.22282459252548,189,51.5486682807586,1.0
