skill,activation,t,decay,b
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",-inf,1,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",0.3948298140119091,4,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.0077936681323765,8,41.60909803717679,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.332902233836286,10,57.52651926369619,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.281463887774624,11,54.65114116204469,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.263062633043591,13,53.65791494447128,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.234688470697426,33,52.161765156873464,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.131629534020225,38,47.07109499453263,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.121178629445454,49,46.58356130408071,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",2.881800354253191,50,5.120445617366499,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.103375284660429,51,45.76468033223598,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",3.078303115591826,57,6.193858882299231,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",2.798796280997732,60,4.726687313087129,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",2.770772515256011,61,4.600957875939524,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.092604755825158,186,45.2763116223834,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.049436610641887,191,43.37088083361429,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.048719409838541,192,43.33991325389472,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.048579510873847,194,43.33387522938387,1.0
A=pi*r^2:()->answer,-inf,3,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,14,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.006420811377532,26,41.55225672793431,1.0
A=pi*r^2:()->answer,5.2045302693880435,32,50.61740279005302,1.0
A=pi*r^2:()->answer,5.167606655213751,39,48.788925546423314,1.0
A=pi*r^2:()->answer,5.141896348233986,200,47.55502792949331,1.0
A=pi*r^2:()->answer,5.048833103217018,202,43.34482087030393,1.0
A=1/2*b*h:()->answer,-inf,5,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,17,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.006330770820729,31,41.54853144449649,1.0
A=1/2*b*h:()->answer,5.189771196058562,42,49.87841598118133,1.0
A=1/2*b*h:()->answer,5.141874783141718,201,47.55400622896613,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,7,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,18,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.006420811377532,27,41.55225672793431,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.234279659381911,34,52.140517540071926,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.177730492726284,41,49.28356437870277,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.148077937784681,45,47.8488065257356,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.1429430023343223,46,6.595633403469012,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.13385759644715,47,47.17569444942069,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",3.172546443441494,48,6.788487528289433,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.129790205826651,196,46.98492063925257,1.0
A=l*w:()->answer,-inf,9,0.177,0.01
A=l*w:()->answer,0.3948298140119091,21,0.5881044507141373,1.0
A=l*w:()->answer,5.006330770820729,28,41.54853144449649,1.0
A=l*w:()->answer,5.26255760294318,36,53.63091229177695,1.0
A=l*w:()->answer,5.183455880279264,40,49.56552488753688,1.0
A=l*w:()->answer,5.163096040788749,44,48.57014967156283,1.0
A=l*w:()->answer,5.148055077226895,187,47.847716734104445,1.0
A=l*w:()->answer,5.051917053697407,199,43.47815378258903,1.0
A=1/2*(a+b)*h:()->answer,-inf,12,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,24,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.006330770820729,29,41.54853144449649,1.0
A=1/2*(a+b)*h:()->answer,5.303525554932658,30,55.86628631139868,1.0
A=1/2*(a+b)*h:()->answer,5.280924560760914,43,54.62176970728878,1.0
A=1/2*(a+b)*h:()->answer,5.163096040788749,190,48.57014967156283,1.0
A=1/2*(a+b)*h:()->answer,5.051917053697407,195,43.47815378258903,1.0
"('Divide', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",-inf,16,0.177,0.01
"('Divide', ('value', '?arg0'), ('value', '?arg1')):(l,w)->answer",0.3948298140119091,25,0.5881044507141373,1.0
