skill,activation,t,decay,b
A=pi*r^2:()->answer,-inf,1,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,2,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,18,41.65108358121513,1.0
A=pi*r^2:()->answer,5.178107984411169,21,49.30210519771133,1.0
A=pi*r^2:()->answer,5.1634520366045855,33,48.587380497230015,1.0
A=pi*r^2:()->answer,5.127202109975329,47,46.863933884229674,0.01
A=pi*r^2:()->answer,2.882109467866867,48,5.121973939905776,1.0
A=pi*r^2:()->answer,5.103408004963333,49,45.76617199934889,0.01
A=pi*r^2:()->answer,3.0783372398415922,50,6.194064206597788,1.0
A=pi*r^2:()->answer,5.104351997746762,154,45.80922816787762,1.0
A=pi*r^2:()->answer,5.054489074969427,158,43.58966861901132,1.0
A=pi*r^2:()->answer,5.053730876658446,170,43.55676568204104,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,4,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,7,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0077936681323765,9,41.60909803717679,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.426161877611538,13,63.132246743985945,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.281463887774624,15,54.65114116204469,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.2477253238709896,16,52.843919821054676,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.234688470697426,22,52.161765156873464,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.183783703311911,159,49.58171823767502,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.054480217083598,166,43.58928407625226,1.0
A=1/2*(a+b)*h:()->answer,-inf,6,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,10,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.007492973810857,14,41.5966415134652,1.0
A=1/2*(a+b)*h:()->answer,5.332799872823907,19,57.520649209282375,1.0
A=1/2*(a+b)*h:()->answer,5.2346230198466355,20,52.15836282110989,1.0
A=1/2*(a+b)*h:()->answer,5.223370187815003,23,51.57670406838887,1.0
A=1/2*(a+b)*h:()->answer,5.197054592070952,34,50.24173255931125,0.01
A=1/2*(a+b)*h:()->answer,3.204979346078981,35,7.006432448543308,1.0
A=1/2*(a+b)*h:()->answer,5.142069515444553,36,47.56323296083274,0.01
A=1/2*(a+b)*h:()->answer,3.211268643056016,37,7.049520130983656,1.0
A=1/2*(a+b)*h:()->answer,5.1369508638918,163,47.32129906180668,1.0
A=1/2*(a+b)*h:()->answer,5.054283528411707,164,43.58074621143172,1.0
A=1/2*b*h:()->answer,-inf,8,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,11,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.0077936681323765,12,41.60909803717679,1.0
A=1/2*b*h:()->answer,5.514461490209117,25,68.94398203168222,1.0
A=1/2*b*h:()->answer,5.190114565383848,31,49.89548485314836,1.0
A=1/2*b*h:()->answer,5.159202115379446,42,48.38207676499571,0.01
A=1/2*b*h:()->answer,3.07304413766336,44,6.162299412252987,1.0
A=1/2*b*h:()->answer,5.123081063706048,45,46.67193076811729,0.01
A=1/2*b*h:()->answer,3.121302809487148,46,6.458225072487996,1.0
A=1/2*b*h:()->answer,5.120374986812816,168,46.5462819946102,1.0
A=1/2*b*h:()->answer,5.053537445522236,169,43.548375496164404,1.0
A=l*w:()->answer,-inf,38,0.177,0.01
A=l*w:()->answer,0.3948298140119091,39,0.5881044507141373,1.0
A=l*w:()->answer,5.008806512936178,40,41.65108358121513,0.01
A=l*w:()->answer,4.619397043353489,41,28.27390057849883,1.0
A=l*w:()->answer,5.4265156424653345,43,63.15452203752174,1.0
A=l*w:()->answer,5.3331613588037365,156,57.54138188156321,1.0
A=l*w:()->answer,5.062748000013437,160,43.94969526519409,1.0
A=l*w:()->answer,5.061621321444851,162,43.900405279748725,1.0
