skill,activation,t,decay,b
A=l*w:()->answer,-inf,1,0.177,0.01
A=l*w:()->answer,0.3948298140119091,4,0.5881044507141373,1.0
A=l*w:()->answer,5.0077936681323765,20,41.60909803717679,1.0
A=l*w:()->answer,5.178015281474728,29,49.297551367286516,1.0
A=l*w:()->answer,5.142098113718615,36,47.564588144687576,1.0
A=l*w:()->answer,5.125070275362644,50,46.76451107676032,0.01
A=l*w:()->answer,2.8705904913359634,52,5.065339711536378,1.0
A=l*w:()->answer,5.101072958409627,53,45.65984334987132,1.0
A=l*w:()->answer,5.12664092566243,54,46.83774125944899,1.0
A=l*w:()->answer,5.102373265320523,168,45.7190234732296,1.0
A=l*w:()->answer,5.052292574790978,173,43.49441733267229,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",-inf,3,0.177,0.01
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",0.3948298140119091,5,0.5881044507141373,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.008199132455796,23,41.62590068098139,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.167908455860546,31,48.80359887109326,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.1392914254198745,32,47.431772428882034,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.136609135955587,33,47.305191290178634,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.134067693360166,165,47.18556976739085,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.052997831003867,167,43.524977985650956,1.0
"('Area Trapezoid', ('value', '?arg0'), ('value', '?arg1'), ('value', '?arg2')):(b,a,h)->answer",5.05264389556531,169,43.509638314838725,1.0
A=1/2*(a+b)*h:()->answer,-inf,7,0.177,0.01
A=1/2*(a+b)*h:()->answer,0.3948298140119091,8,0.5881044507141373,1.0
A=1/2*(a+b)*h:()->answer,5.008806512936178,18,41.65108358121513,1.0
A=1/2*(a+b)*h:()->answer,5.223569687611423,30,51.586959321813055,1.0
A=1/2*(a+b)*h:()->answer,5.151760509935557,34,48.0246850367202,1.0
A=1/2*(a+b)*h:()->answer,5.139321291482798,42,47.43318376396423,0.01
A=1/2*(a+b)*h:()->answer,3.0258336916032573,43,5.88629711451768,1.0
A=1/2*(a+b)*h:()->answer,5.1194003531314465,44,46.50111094678534,1.0
A=1/2*(a+b)*h:()->answer,5.132570571417828,45,47.11524486172923,1.0
A=1/2*(a+b)*h:()->answer,5.117358343427835,171,46.40661317823742,1.0
A=1/2*(a+b)*h:()->answer,5.052473548803498,176,43.50225736889899,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",-inf,10,0.177,0.01
"('Area Circle', ('value', '?arg0')):(r)->answer",0.3948298140119091,13,0.5881044507141373,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.0077936681323765,24,41.60909803717679,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.213583553182304,27,51.07612742017878,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.190114565383848,178,49.89548485314836,1.0
"('Area Circle', ('value', '?arg0')):(r)->answer",5.052121403427506,180,43.48700326584145,1.0
A=1/2*b*h:()->answer,-inf,12,0.177,0.01
A=1/2*b*h:()->answer,0.3948298140119091,16,0.5881044507141373,1.0
A=1/2*b*h:()->answer,5.007492973810857,19,41.5966415134652,1.0
A=1/2*b*h:()->answer,5.371172825366752,25,59.76385836769821,1.0
A=1/2*b*h:()->answer,5.2346230198466355,28,52.15836282110989,1.0
A=1/2*b*h:()->answer,5.204822499979895,38,50.63214517279628,0.01
A=1/2*b*h:()->answer,3.249942262363109,39,7.320511695670907,1.0
A=1/2*b*h:()->answer,5.148263083084661,40,47.857633553771564,1.0
A=1/2*b*h:()->answer,5.150469765246408,41,47.96296573187225,1.0
A=1/2*b*h:()->answer,5.142348427766708,166,47.57645140841431,1.0
A=1/2*b*h:()->answer,5.054866359434815,172,43.60605063462796,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",-inf,15,0.177,0.01
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",0.3948298140119091,17,0.5881044507141373,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.008199132455796,21,41.62590068098139,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.3330208786465,22,57.53332389018391,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.304208438474342,35,55.90432859621563,1.0
"('Multiply', ('value', '?arg0'), ('value', '?arg1')):(w,l)->answer",5.167908455860546,179,48.80359887109326,1.0
A=pi*r^2:()->answer,-inf,46,0.177,0.01
A=pi*r^2:()->answer,0.3948298140119091,47,0.5881044507141373,1.0
A=pi*r^2:()->answer,5.008806512936178,48,41.65108358121513,1.0
A=pi*r^2:()->answer,5.514886882509038,49,68.97324119919838,1.0
A=pi*r^2:()->answer,5.426515642465522,51,63.154522037533546,1.0
A=pi*r^2:()->answer,5.3331613588037134,175,57.54138188156189,1.0
A=pi*r^2:()->answer,5.059780998544648,177,43.820014091299086,1.0
