Agent,Concept,Problem,Knowledge,Type,Result,Action,When-Part,Where-Part,How-Part,Intermediate,Seen,AL Ans,Correct Ans,Time
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,INCORRECT,Request,...,[0&0],HINT,False,True,None,7,13:24:19
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Add(?.v&Divide(?.v&?.v)):(arg_2_concept_2&arg_2_concept_2&arg_2_concept_2)->answer,False,True,None,7,13:24:45
SPPP-F-4,3,[3][args:256-4-4],Fact,practice,INCORRECT,Request,...,[0&0],HINT,False,True,None,16,13:24:45
SPPP-F-4,3,[3][args:256-4-4],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_3'&'arg_3_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Subtract(Multiply(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_3&arg_3_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,False,True,None,16,13:24:45
SPPP-F-4,4,[4][args:4-4],Fact,practice,INCORRECT,Request,...,[0&0],HINT,False,True,None,257,13:24:45
SPPP-F-4,4,[4][args:4-4],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_2_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_2_concept_4)->answer,False,True,None,257,13:24:49
SPPP-F-4,5,[5][args:5-151-256],Fact,practice,INCORRECT,Request,...,[0&0],HINT,False,True,None,21,13:24:49
SPPP-F-4,5,[5][args:5-151-256],Fact,practice,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,False,True,None,21,13:24:55
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,7,13:24:55
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_2'&'arg_1_concept_2'&'arg_1_concept_2')},Add(?.v&Divide(?.v&?.v)):(arg_2_concept_2&arg_1_concept_2&arg_1_concept_2)->answer,False,True,None,7,13:25:03
SPPP-F-4,3,[3][args:256-4-4],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,16,13:25:03
SPPP-F-4,3,[3][args:256-4-4],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_3'&'arg_3_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Subtract(Multiply(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_3&arg_3_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,False,True,None,16,13:25:10
SPPP-F-4,4,[4][args:4-4],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,257,13:25:10
SPPP-F-4,4,[4][args:4-4],Fact,practice,NA,Train,None,{('answer'&'arg_1_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_1_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,False,True,None,257,13:25:20
SPPP-F-4,5,[5][args:5-151-256],Fact,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.679),False,True,21,21,13:25:20
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,INCORRECT,Request,...,[1&0],HINT,False,True,None,7,13:25:33
SPPP-F-4,2,[2][args:588-6-112-8],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_2'&'arg_1_concept_2'&'arg_1_concept_2')},Add(?.v&Divide(?.v&?.v)):(arg_2_concept_2&arg_1_concept_2&arg_1_concept_2)->answer,False,True,None,7,13:25:49
SPPP-F-4,3,[3][args:256-4-4],Fact,practice,CORRECT,Request,...,{('answer'&'arg_2_concept_3'&'arg_3_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Subtract(Multiply(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_3&arg_3_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.745),False,True,16,16,13:25:49
